# BOSCH-DARAB extract file created 08.08.2020 14:22:16
#
# Data from source file "C:\Users\nic\Michigan State University\RSO-MSU Formula Racing Team - General\SR22 - Car XX\Systems\Simulation\results\2019_MIS_endurance_constant_aero_coeffs.bmsbin"
# where 0.000 <= xtime <= 120.129
# 
xtime    [   s]	enginespeed[revo]
         75.580	      10715.597
         75.590	      10724.551
         75.600	      10733.643
         75.610	      10739.927
         75.620	      10726.919
         75.630	      10689.174
         75.640	      10657.894
         75.650	      10660.777
         75.660	      10649.895
         75.670	      10614.716
         75.680	      10592.715
         75.690	      10597.190
         75.700	      10580.146
         75.710	      10542.926
         75.720	      10521.670
         75.730	      10529.747
         75.740	      10518.451
         75.750	      10481.813
         75.760	      10453.274
         75.770	      10456.004
         75.780	      10471.678
         75.790	      10456.887
         75.800	      10419.629
         75.810	      10397.264
         75.820	      10405.661
         75.830	      10431.613
         75.840	      10459.346
         75.850	      10456.719
         75.860	      10424.393
         75.870	      10406.711
         75.880	      10423.184
         75.890	      10457.526
         75.900	      10500.541
         75.910	      10534.274
         75.920	      10556.224
         75.930	      10571.311
         75.940	      10582.113
         75.950	      10590.493
         75.960	      10597.431
         75.970	      10603.571
         75.980	      10609.435
         75.990	      10615.323
         76.000	      10621.384
         76.010	      10627.700
         76.020	      10634.328
         76.030	      10641.287
         76.040	      10648.541
         76.050	      10656.059
         76.060	      10663.854
         76.070	      10671.885
         76.080	      10680.139
         76.090	      10688.591
         76.100	      10697.216
         76.110	      10705.961
         76.120	      10714.833
         76.130	      10723.816
         76.140	      10732.943
         76.150	      10742.324
         76.160	      10751.935
         76.170	      10761.563
         76.180	      10771.238
         76.190	      10781.062
         76.200	      10790.887
         76.210	      10800.906
         76.220	      10811.080
         76.230	      10821.268
         76.240	      10831.478
         76.250	      10841.752
         76.260	      10852.089
         76.270	      10862.491
         76.280	      10872.973
         76.290	      10883.501
         76.300	      10894.065
         76.310	      10904.606
         76.320	      10915.122
         76.330	      10925.620
         76.340	      10936.135
         76.350	      10946.734
         76.360	      10957.374
         76.370	      10968.032
         76.380	      10978.676
         76.390	      10989.316
         76.400	      10999.924
         76.410	      11010.478
         76.420	      11020.921
         76.430	      11031.252
         76.440	      11041.499
         76.450	      11051.730
         76.460	      10797.102
         76.470	      10672.847
         76.480	      10612.300
         76.490	      10551.828
         76.500	      10491.450
         76.510	      10431.227
         76.520	      10371.109
         76.530	      10311.073
         76.540	      10251.192
         76.550	      10191.442
         76.560	      10131.811
         76.570	      10072.275
         76.580	      10012.904
         76.590	       9953.661
         76.600	       9894.512
         76.610	       9835.510
         76.620	       9776.655
         76.630	       9717.937
         76.640	      10300.428
